,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
7567,7567,3.0,0.5297999978065491,"work, product, well, problem, return, item, box, screen, bad, battery","['intention', 'person', 'interesting', 'purchase', 'seller', 'advance', 'buy', 'experience', 'delay', 'text', 'messaging', 'specially', 'turn', 'night', 'sleep', 'next', 'morning', 'turn', 'receive', 'text', 'message', 'hour', 'later', 'turn', 'ever', 'happen', 'previous', 'first', 'teach', 'carrier', 'bring', 'issue', 'intension', 'check', 'hand', 'fine', 'tell', 'self', 'problem', 'tell', 'usually', 'reset', 'manufacture', 'set', 'solve', 'issue', 'yet', 'change', 'still', 'issue', 'remarque', 'little', 'dark', 'spot', 'screen', 'first', 'teach', 'dirty', 'clean', 'away', 'suddenly', 'big', 'little', 'little', 'call', 'tell', 'problem', 'product', 'buy', 'buy', 'extend', 'insurance', 'purchase', 'agent', 'help', 'tell', 'year', 'manufacture', 'warranty', 'extend', 'warranty', 'buy', 'year', 'manufacture', 'warranty', 'expire', 'ask', 'original', 'box', 'tell', 'warranty', 'one', 'tell', 'com', 'able', 'find', 'warranty', 'stay', 'time', 'registration', 'unfortunally', 'reject', 'weird', 'give', 'address', 'repair', 'facility', 'call', 'break', 'fix', 'bring', 'show', 'problem', 'ask', 'give', 'find', 'guy', 'ask', 'case', 'soon', 'case', 'look', 'back', 'tell', 'fore', 'help', 'lcd', 'damage', 'left', 'contact', 'directly', 'validation', 'contact', 'next', 'day', 'tell', 'therefore', 'validate', 'possibility', 'contact', 'breed', 'company', 'notify', 'issue', 'respond', 'guarantee', 'month', 'expire', 'respond', 'back', 'year', 'manufacture', 'warranty', 'respond', 'repair', 'facility', 'contact', 'carrier', 'insurance', 'whic', 'carrier', 'insure', 'outsider', 'give', 'insurance', 'contact', 'let', 'particular', 'seller', 'give', 'contact', 'number', 'seller', 'call', 'person', 'tell', 'day', 'warranty', 'expire', 'tell', 'day', 'email', 'send', 'day', 'really', 'hang', 'still', 'fight', 'meanwhile', 'war', 'leave', 'interesting', 'planing', 'buy', 'phony', 'company', 'save', 'money', 'buy', 'quality', 'true', 'carrier', 'disappoint', 'regret', 'buy', 'bree', 'phony', 'company', 'ever']"
7568,7568,3.0,0.4959999918937683,"work, product, well, problem, return, item, box, screen, bad, battery","['advertise', 'new', 'deep', 'scratch', 'back', 'case', 'defective', 'several', 'app', 'pop', 'non', 'stop', 'stream', 'video', 'impossible', 'watch', 'battery', 'life', 'entire', 'experience', 'bad', 'drag', 'unnecessarily', 'inappropriately', 'week']"
7569,7569,3.0,0.5273000001907349,"work, product, well, problem, return, item, box, screen, bad, battery","['receive', 'dead', 'battery', 'recharge', 'overnight', 'recharging', 'hour', 'constantly', 'overheat', 'time', 'recharge', 'battery', 'life', 'less', 'short', 'call', 'less', 'minute', 'maximum', 'reason', 'short', 'battery', 'life', 'setup', 'turn', 'item', 'impact', 'battery', 'drain', 'improvement', 'occur', 'inform', 'model', 'unlocked', 'version', 'delivery', 'find', 'sell', 'different', 'rule', 'buy', 'overall', 'careful', 'future', 'list', 'problem', 'encounter', 'purchase', 'mention', 'remember']"
7570,7570,3.0,0.7560999989509583,"work, product, well, problem, return, item, box, screen, bad, battery","['extremely', 'disappointed', 'seller', 'fully', 'pay', 'mobile', 'block', 'due', 'bad', 'imei']"
7571,7571,3.0,0.5461999773979187,"work, product, well, problem, return, item, box, screen, bad, battery","['return', 'verizon', 'wireless', 'store', 'transferring', 'datum', 'new', 'international', 'waste', 'time', 'pain', 'ship', 'back']"
7572,7572,3.0,0.36980000138282776,"work, product, well, problem, return, item, box, screen, bad, battery","['soon', 'arrive', 'excited', 'really', 'business', 'different', 'disappoint', 'arrive', 'charge', 'hour', 'charge']"
7573,7573,3.0,0.6133000254631042,"work, product, well, problem, return, item, box, screen, bad, battery","['complain', 'note', 'cheap', 'anywhere', 'else', 'half', 'expect', 'knock', 'received', 'pacadge', 'open', 'miss', 'work', 'sure', 'open']"
7574,7574,3.0,0.48170000314712524,"work, product, well, problem, return, item, box, screen, bad, battery","['battery', 'really', 'bad', 'die', 'fast', 'year', 'great', 'item', 'charger', 'instruction', 'original', 'box']"
7575,7575,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7576,7576,0.0,0.625,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",['mese']
7577,7577,3.0,0.541700005531311,"work, product, well, problem, return, item, box, screen, bad, battery","['product', 'garbage', 'work', 'waste', 'money']"
7578,7578,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7579,7579,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7580,7580,1.0,0.5593000054359436,"buy, price, fast, really, give, love, look, money, day, quality","['purchase', 'device', 'describe']"
7581,7581,1.0,0.75,"buy, price, fast, really, give, love, look, money, day, quality","['poor', 'quality']"
7582,7582,1.0,0.41670000553131104,"buy, price, fast, really, give, love, look, money, day, quality","['new', 'price']"
7583,7583,3.0,0.5491999983787537,"work, product, well, problem, return, item, box, screen, bad, battery","['hate', 'add', 'bad', 'tv', 'hate', 'robot', 'call']"
7584,7584,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7585,7585,3.0,0.75,"work, product, well, problem, return, item, box, screen, bad, battery","['work', 'well']"
7586,7586,2.0,0.5544999837875366,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['calendar', 'help', 'keep', 'organize']"
7587,7587,2.0,0.7396000027656555,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['exception', 'protraye']"
7588,7588,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7589,7589,3.0,0.5778999924659729,"work, product, well, problem, return, item, box, screen, bad, battery","['problem', 'error', 'back', 'carrier', 'ask', 'help', 'person', 'talk', 'interested', 'help', 'short', 'problem', 'point', 'however', 'rate', 'note', 'excellent', 'begin', 'learn', 'capability', 'downrate', 'carrier', 'problem']"
7590,7590,0.0,0.41670000553131104,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color","['wrong', 'provider']"
7591,7591,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7592,7592,3.0,0.4271000027656555,"work, product, well, problem, return, item, box, screen, bad, battery","['ever', 'long', 'terrible', 'first', 'received', 'great', 'screen', 'clear', 'smooth', 'little', 'color', 'issue', 'regular', 'year', 'notice', 'face', 'significant', 'slowdown', 'warrant', 'nature', 'year', 'old', 'app', 'extra', 'time', 'open', 'swap', 'port', 'degrade', 'absurd', 'amount', 'type', 'plug', 'slide', 'move', 'wrongly', 'notice', 'terrible', 'ghosting', 'dark', 'color', 'move', 'around', 'screen', 'lastly', 'bring', 'support', 'android', 'ridiculous', 'still', 'new', 'capable', 'drive', 'software', 'bad', 'brand', 'support', 'device', 'year', 'old', 'unacceptable']"
7593,7593,2.0,0.5396999716758728,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['wait', 'long', 'note', 'upgrade', 'freak', 'awesome', 'affordable', 'receive', 'time', 'brand', 'new']"
7594,7594,1.0,0.5314000248908997,"buy, price, fast, really, give, love, look, money, day, quality","['wife', 'buy', 'always', 'better', 'mine', 'look', 'date']"
7595,7595,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7596,7596,3.0,0.46470001339912415,"work, product, well, problem, return, item, box, screen, bad, battery","['battery', 'life', 'great', 'last', 'half', 'day']"
7597,7597,3.0,0.75,"work, product, well, problem, return, item, box, screen, bad, battery","['far', 'work']"
7598,7598,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7599,7599,1.0,0.5307999849319458,"buy, price, fast, really, give, love, look, money, day, quality","['factory', 'unlocked', 'instead', 'buy', 'mobile', 'company', 'unlock']"
7600,7600,3.0,0.6453999876976013,"work, product, well, problem, return, item, box, screen, bad, battery","['life', 'conceive', 'curved', 'screen', 'oppose', 'flat', 'screen', 'feature', 'search', 'purpose', 'difficult', 'hold', 'weird', 'look', 'novelty', 'abuse', 'reason', 'back', 'stop']"
7601,7601,2.0,0.75,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['brand', 'new']"
7602,7602,3.0,0.448199987411499,"work, product, well, problem, return, item, box, screen, bad, battery","['look', 'perfect', 'box', 'away', 'notice', 'speaker', 'sound', 'busted', 'listen', 'music', 'call', 'contact', 'seller', 'quick', 'response', 'send', 'back', 'return', 'decide', 'live', 'week', 'wrong', 'choice', 'part', 'progress', 'weird', 'shut', 'randomly', 'send', 'random', 'message', 'drive', 'appear', 'previous', 'owner', 'email', 'heat', 'horribly', 'air', 'condition', 'aware', 'issue', 'return', 'lol']"
7603,7603,3.0,0.5507000088691711,"work, product, well, problem, return, item, box, screen, bad, battery","['buy', 'worried', 'work', 'mobile', 'send', 'registered', 'mail', 'arrive', 'undamaged', 'immaculate', 'sign', 'prior', 'still', 'stick', 'top', 'receive', 'little', 'less', 'half', 'battery', 'life', 'put', 'tiny', 'memory', 'card', 'boot', 'still', 'old', 'seller', 'electronic', 'deal', 'send', 'box', 'contain', 'box', 'charger', 'please', 'setting', 'last', 'long', 'time']"
7604,7604,3.0,0.9039000272750854,"work, product, well, problem, return, item, box, screen, bad, battery","['invalid', 'verizon', 'return', 'shortly', 'purchase', 'else', 'inconvenient']"
7605,7605,3.0,0.32829999923706055,"work, product, well, problem, return, item, box, screen, bad, battery","['arrive', 'noticeable', 'deep', 'inch', 'scratch', 'screen', 'work', 'well', 'otherwise', 'new', 'description', 'limited', 'sign', 'wear', 'possibility', 'give', 'star', 'instead']"
7606,7606,1.0,0.35499998927116394,"buy, price, fast, really, give, love, look, money, day, quality","['buy', 'buyspry', 'thinking', 'steal', 'sadly', 'arrive', 'immediately', 'notice', 'refurbish', 'sure', 'check', 'description', 'item', 'purchase', 'lol', 'original', 'accessory', 'instead', 'hand', 'candy', 'cord', 'far', 'condition', 'noticeable', 'outside', 'damage', 'scratch', 'bottom', 'portion', 'turn', 'display', 'weird', 'background', 'app', 'noticeable', 'screen', 'white', 'research', 'weird', 'ghost', 'app', 'screen', 'burn', 'figure', 'anyways', 'still', 'contemplate', 'keep', 'day', 'warranty', 'company', 'refurbish', 'update', 'impress', 'fast', 'battery', 'life', 'drain', 'charge', 'definitely', 'send', 'back']"
7607,7607,3.0,0.48890000581741333,"work, product, well, problem, return, item, box, screen, bad, battery","['arrive', 'cosmetic', 'condition', 'charger', 'turn', 'verizon', 'store', 'several', 'card', 'rep', 'new', 'card', 'display', 'model', 'work', 'receive', 'read', 'sim', 'card', 'receive', 'network', 'signal', 'disappointed', 'time', 'waste', 'return', 'refund', 'back', 'time', 'waste']"
7608,7608,3.0,0.4666999876499176,"work, product, well, problem, return, item, box, screen, bad, battery","['upgrade', 'instead', 'receive', 'block', 'original', 'disabled', 'day', 'buy', 'multiple', 'amazon', 'issue', 'understand', 'low', 'bar', 'inspect', 'test', 'qualified', 'supplier', 'arrive', 'timely', 'fashion', 'boot', 'fine', 'connect', 'wifi', 'successfully', 'transfer', 'app', 'info', 'datum', 'previous', 'device', 'however', 'insert', 'send', 'receive', 'text_message', 'call', 'review', 'update', 'common', 'adjustment', 'purchase', 'online', 'luck', 'eventually', 'learn', 'blacklist', 'lose', 'steal', 'meaning', 'never', 'work', 'carrier', 'check', 'test', 'nearly', 'criminal', 'supplier', 'never', 'check', 'basic', 'essential', 'functionality', 'still', 'appal', 'due', 'diligence', 'business', 'core', 'service', 'involve', 'buying', 'selling', 'next', 'thought', 'buy', 'policy', 'ill', 'back', 'original', 'well', 'pull', 'put', 'back', 'original', 'big', 'deal', 'year', 'send', 'receive', 'text', 'call', 'datum', 'whole', 'workday', 'rely', 'work', 'struggle', 'figure', 'issue', 'able', 'weasel', 'work', 'bring', 'local', 'store', 'confirm', 'new', 'indeed', 'blacklist', 'long', 'work', 'carrier', 'furthermore', 'put', 'blacklist', 'automatically', 'disabled', 'account', 'request', 'enable', 'unacceptable', 'never', 'buy', 'supplier']"
7609,7609,1.0,0.46639999747276306,"buy, price, fast, really, give, love, look, money, day, quality","['update', 'twice', 'still', 'software', 'suck', 'upset']"
7610,7610,1.0,0.5151000022888184,"buy, price, fast, really, give, love, look, money, day, quality","['buy', 'mom', 'work', 'week', 'call', 'return', 'recommend', 'seller']"
7611,7611,3.0,0.5726000070571899,"work, product, well, problem, return, item, box, screen, bad, battery","['receive', 'fine', 'touch', 'screen', 'intermittently', 'responsive', 'work', 'return', 'half', 'refund', 'explanation', 'half', 'pay']"
7612,7612,3.0,0.46639999747276306,"work, product, well, problem, return, item, box, screen, bad, battery","['receive', 'charge', 'charger', 'cable', 'provide', 'defective']"
7613,7613,1.0,0.4505000114440918,"buy, price, fast, really, give, love, look, money, day, quality","['still', 'purchase', 'work', 'hearing_aid']"
7614,7614,1.0,0.3483000099658966,"buy, price, fast, really, give, love, look, money, day, quality","['device', 'receive', 'remark', 'impeccable']"
7615,7615,3.0,0.6486999988555908,"work, product, well, problem, return, item, box, screen, bad, battery","['product', 'work', 'review', 'month']"
7616,7616,1.0,0.4796000123023987,"buy, price, fast, really, give, love, look, money, day, quality","['replace', 'great', 'price', 'love', 'large', 'screen', 'echo', 'problem', 'fix']"
7617,7617,3.0,0.8065000176429749,"work, product, well, problem, return, item, box, screen, bad, battery","['work', 'visible', 'sign', 'prior', 'speaker', 'sound', 'bit', 'defective', 'brand', 'new', 'flawless', 'overall', 'advertise', 'unlocked']"
7618,7618,3.0,0.40630000829696655,"work, product, well, problem, return, item, box, screen, bad, battery","['brand', 'charger', 'little', 'scratch', 'camera', 'show', 'well']"
7619,7619,2.0,0.5562000274658203,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['arrive', 'sooner', 'stated', 'look', 'work', 'new', 'buy', 'comment']"
7620,7620,0.0,0.6049000024795532,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",['despue']
7621,7621,1.0,0.41670000553131104,"buy, price, fast, really, give, love, look, money, day, quality","['buy', 'girlfriend', 'break', 'next', 'day', 'refuse', 'return', 'obviously', 'craft', 'god']"
7622,7622,1.0,0.625,"buy, price, fast, really, give, love, look, money, day, quality",['really']
7623,7623,1.0,0.7077999711036682,"buy, price, fast, really, give, love, look, money, day, quality","['total', 'piece', 'junk', 'waste', 'time']"
7624,7624,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7625,7625,3.0,0.6248999834060669,"work, product, well, problem, return, item, box, screen, bad, battery",['none']
7626,7626,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7627,7627,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7628,7628,1.0,0.459199994802475,"buy, price, fast, really, give, love, look, money, day, quality","['show', 'ready', 'drop', 'new', 'transfer', 'old', 'file']"
7629,7629,3.0,0.41679999232292175,"work, product, well, problem, return, item, box, screen, bad, battery","['replace', 'old']"
7630,7630,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7631,7631,3.0,0.4643999934196472,"work, product, well, problem, return, item, box, screen, bad, battery","['battery', 'life', 'crack', 'screen', 'inch', 'drop']"
7632,7632,2.0,0.42739999294281006,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['operation', 'new']"
7633,7633,3.0,0.5911999940872192,"work, product, well, problem, return, item, box, screen, bad, battery","['forget', 'notify', 'carrier', 'otherwise', 'work', 'add', 'device']"
7634,7634,3.0,0.6966000199317932,"work, product, well, problem, return, item, box, screen, bad, battery","['give', 'hard', 'time', 'switch', 'camera']"
7635,7635,2.0,0.4675999879837036,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['buy', 'cell', 'month', 'ago', 'speaker', 'longer', 'work']"
7636,7636,3.0,0.625,"work, product, well, problem, return, item, box, screen, bad, battery",['work']
7637,7637,3.0,0.8830000162124634,"work, product, well, problem, return, item, box, screen, bad, battery","['deliver', 'time', 'miss', 'slot', 'card', 'holder']"
7638,7638,2.0,0.3752000033855438,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['expect', 'scratch', 'look', 'brand', 'new']"
7639,7639,1.0,0.729200005531311,"buy, price, fast, really, give, love, look, money, day, quality","['sorry', 'inconvenience']"
7640,7640,3.0,0.625,"work, product, well, problem, return, item, box, screen, bad, battery",['item']
7641,7641,2.0,0.41670000553131104,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['comment', 'time']"
7642,7642,0.0,0.6049000024795532,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",['expectaion']
7643,7643,3.0,0.6256999969482422,"work, product, well, problem, return, item, box, screen, bad, battery","['battery', 'bad', 'battery', 'cover', 'stack', 'wall']"
7644,7644,2.0,0.5626999735832214,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['look', 'brand', 'new']"
7645,7645,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
